30000	log normal	BR1	1.99531405783
30000	log normal	BR2	1.49902563334
30000	log normal	BF1	10030
30000	log normal	BF2	20013
30000	log normal	MR2	5.50115133978
30000	log normal	EX1	9.0
30000	log normal	TR	5.65383333333
30000	log normal	MR1	1.4897
10000	log normal	BF2	6675	6700	6665
30000	log normal	H	16
30000	log normal	P50	5.0
1000	normal	EX1	3.0	4.0	2.0	6.0	3.0	3.0	4.0	5.0	1.0	2.0	2.0	5.0	1.0	3.0	5.0	3.0	5.0	2.0	5.0	2.0	3.0	5.0	3.0	4.0	4.0	3.0	1.0	2.0	5.0	2.0
1000	normal	MR2	3.32647239913	3.43985770349	3.34480496135	3.38088678832	3.36046830201	3.41386032554	3.4457656183	3.39839050093	3.40020780992	3.36138815926	3.41042218962	3.2707990084	3.3179815711	3.43408273162	3.36143835379	3.39540346627	3.42283771232	3.41001670782	3.42176538326	3.41300340171	3.29621832328	3.38767803069	3.36593004927	3.30482931395	3.37668299887	3.41424395016	3.34994175372	3.34874260811	3.37334753185	3.2916638141
1000	normal	MR1	1.084	1.097	1.068	1.083	1.082	1.1	1.099	1.093	1.095	1.086	1.117	1.076	1.098	1.101	1.089	1.08	1.107	1.075	1.078	1.085	1.088	1.089	1.081	1.069	1.083	1.09	1.075	1.09	1.085	1.083
1000	normal	TR	3.436	3.549	3.45	3.493	3.471	3.519	3.552	3.521	3.517	3.469	3.535	3.386	3.43	3.546	3.477	3.495	3.535	3.518	3.533	3.523	3.408	3.496	3.473	3.412	3.485	3.523	3.455	3.46	3.487	3.403
1000	normal	BR2	1.51975683891	1.52671755725	1.49700598802	1.47275405007	1.48367952522	1.47275405007	1.49700598802	1.48148148148	1.51975683891	1.51285930408	1.5037593985	1.49031296572	1.49253731343	1.49031296572	1.47928994083	1.48367952522	1.45137880987	1.52207001522	1.51515151515	1.49476831091	1.49700598802	1.50829562594	1.48367952522	1.49700598802	1.50829562594	1.50602409639	1.47058823529	1.49700598802	1.50829562594	1.50602409639
1000	normal	BR1	2.01840490798	2.02160493827	1.96470588235	2.02083333333	2.01194029851	1.99120234604	1.97633136095	1.97947214076	2.06918238994	1.98498498498	1.9616519174	2.02719033233	1.95906432749	1.93930635838	2.06727828746	1.98235294118	1.94632768362	1.97891566265	2.0245398773	1.99107142857	2.00600600601	2.03374233129	2.01796407186	2.02424242424	2.00302114804	1.93023255814	1.98830409357	2.02424242424	2.01519756839	1.96449704142
1000	normal	BF2	658	655	668	679	674	679	668	675	658	661	665	671	670	671	676	674	689	657	660	669	668	663	674	668	663	664	680	668	663	664
1000	normal	BF1	326	324	340	336	335	341	338	341	318	333	339	331	342	346	327	340	354	332	326	336	333	326	334	330	331	344	342	330	329	338
1000	normal	P50	3.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0
1000	normal	H	8	8	7	7	8	7	7	7	8	7	8	8	7	7	8	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7
